Country,Search_Keywords,Search_Location,Job_Title,Job_Detail_Link,Company_Name,Short_Description,Location,Post_Time,Rating
US,data,,Oracle EBS Database Administrator,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Dh8yKYC7BtZqCs9O06EjIceWgqnuO8KhgnlZL1JbrNEHyUzea-VWsO4AwzTdDq9odLJcMYw5d6I09Okpnl6bjKT0AV_lOqJ-bi4_iG0Rs_05VMB87D2LD1bJOQ3OrGjbJlvk4wOpISBpyZCoeh0DSBbhW92mslEjTUWJVcUfxzVX29A0fYXlMmIWhg-t7VD-1RdB0-Vpxt9odsH6VLpwG68WcMgse6VE8601J2a2xq1fhcnSzLyZ9bR9aHwb0PVJTt_e6UClOgy-1Q04EiKPQdtMC2LLiTT3P_9MPsFgXysnQsnjFT9tB5AoAthIh1RvwHtZJm2Ot1Bc-w2WADoO4KM_j7gslFcoT8GWVq-cSqN9bUqaI9Iz2MnI7gl0AT7BCHo6lYmIXw3cdpxn7SbrpAaFUzQrE1N2w1HcPeo29T6cCN9k0QEAzhW4pa1fZdrTXqIo0uE7bLP6A8ldnThM1DfQDQ4AmiujRQdIX9OC8JyOo7Cpo6K92qxXfBsuUdC-WRLKrqC4x9pGT0zkIDcZZ6dG7EzYLCR-TegSSUku3A5Q==&xkcb=SoA6-_M3Suu4d5WaYh0KbzkdCdPP&p=6&fvj=1&vjs=3,Stafford Technology," 
 Understanding of Oracle database environment including: RAC, ASM, GRID, development tools and practices, troubleshooting, data management, database design…
","Columbus, OH 43085 
(Worthington area)","Posted
Posted 5 days ago",4.3
US,data,,File Clerk/Data Entry Clerk (NYFSCGS),https://www.indeed.com/company/NYFSC/jobs/File-Clerk-Data-Entry-Clerk-b6176cb666d93a31?fccid=77399b2546499ee1&vjs=3,New York Foundation for Senior Citizens Guardian...," 
 File accounting documents and maintain the accounting department file system.
 Assist with preparing reports for the court.
","New York, NY 10007 
(Tribeca area)","Posted
Posted 6 days ago",
US,data,,Data Entry/Filing Clerk,https://www.indeed.com/company/The-Standard-Insurance/jobs/Data-Entry-Filing-Clerk-7f1448719f47a471?fccid=987bded2d477dc2b&vjs=3,The Standard," 
 Diustribution company based in Bensonhurst Brooklyn looking to hire a Full time Data Entry/Filing Clerk for its busy operation.
","Brooklyn, NY 11214 
(Gravesend-Sheepshead Bay area)","Posted
Posted 30+ days ago",3.6
US,data,,Data Entry,https://www.indeed.com/company/ELITE/jobs/Data-Entry-58a0ceade3379c7a?fccid=494063e611c7daef&vjs=3,Elite," 
 We are looking for a data entry specialist that will be part of a team that provides back office support and helps manage daily activities.
","Brooklyn, NY 11205 
(Fort Green area)","Posted
Posted 21 days ago",3.8
US,data,,ASSISTANT DATA ANALYST,https://www.indeed.com/rc/clk?jk=4b8147bb25343f2c&fccid=65ae769cb89830ec&vjs=3,United Nations," 
 Support team members with data cleaning from primary or secondary sources and maintaining databases/data systems.
","New York, NY","Posted
Posted 2 days ago",4.4
US,data,,Data Scientist/Bioinformatician - Data Commons,https://www.indeed.com/rc/clk?jk=6667ba845e75c52a&fccid=c007936ceb766fe5&vjs=3,Mount Sinai," 
 Perform demographic data analyses to showcase the characteristics of specific data sets to convey the benefits of using the different data sets.
","New York, NY","Posted
Posted 3 days ago",3.7
US,data,,Data Analyst - Real World Data,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0BUkGQXKvz_vqTVnr0Vn5RYEtDOUY0w86cUTSPT2moMg1hz6LtadXLt8FSHCHlNAQ-G0HVFMjtvMBDzt9xW50qr73LYdxgBWYO1vWz30hWy7yyTySiS-3SDETDy5tySO-UiGw_JNYVaQTMpqVybsKXkSXNf4nI945_sdE_ZCDSBT9Gc4jYWJaSrf2zqTdkOGNvzKlyVxNJSHaNc5GDuyiPuabMFOoIdWkhKl5w1f7maWSH1bBYE7CD2HQiiebladKmUP40tcHNLescGr_HxP6b5QskScg5HEO4e9KjLHAnn00pTVBd5rW8X6c1rEI6fK52PIGNTtDuOuC32TNy4IIaxoEEOsZ6w8_8pQuXLjujj3XwmO18oh440K-KNOAg11k64eg8fgsvk0Eh8GSYZ6jiNegvDziSTuk9AUpM1i5M5fH41_mkpU9jm14X8kzksL-NdpXvH2kCC3sBoAR6cubxB61rP60Y9gDFRnwAq-iApINYDaLRUvyN25_Tb2_VQhv4irmvSyybc70adBUYazk2fCeMh3QO_P3kpwxmNlJEN-7uQxpQ6kaVvqSaVEX_H6g-Twj1or8z9SQsxy0YsbxeWw-6WLKojzYFhJwzdkkYHL1DA5QvfO5G2KzabdNyTRHY=&xkcb=SoDY-_M3Suu4d4WaYh0IbzkdCdPP&p=12&fvj=0&vjs=3,Clarivate," 
 Collaborate with various teams (e.g., RWD domain experts, software developers, data analysts, and data scientists) on data initiatives and ensure optimal data…
","Boston, MA","Posted
Posted 30+ days ago",3.4
US,data,,"Senior Software Engineer, AI/ML - SFL Scientific",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DIXU_djF9v0NrX_xbLRwj6RWFeuMEgTY6VvwKgvleOVKq_fchfjUoTxFPFvEUIRbfKlowsmrQ8ye6bXRsp4cYZ7GpTzDWvwQ2nkeec4owHk_0IELOHnicQFgt5GqbiTlZhMoe9nTg2aV4_rPpion3fXswYnCShKZYbpibPYkkgkRAU-BdY068B9EmEDkhTRYYBvX5bVtR_cUWBivRS1OHOKXokkZcIrIVcwfCWgioqFp3xnn-xrKbOg37BKK2DSVZj_9U8z2wuV_UP-c7lEUafEYLsrsq-F6Fj3XFL1xJx2ohLjnJRs3C-mg-Bo9A5qsYUTpZ-oNPYpQ8TRKg4_7sjATYGp1I1pKKQqoACef4x8qzN5yTMxVdE1GyHO4Si3gyOZXaiuZw3M9CXq26CHsFp3XThR76wDMasYDRpXeelNtP2cxsHQ8VM4jkMM3hSJnhTvrhYkV3cnJ0fd3zT7YTvNSwMq6FPZb6BhAzG0ZwrRVAZT2kI7T-NDPG8GXIkDG1TM-TSPjjwBqOv3HxyCUH65CDzJH6svH10RlJYXecxf9MQ9G4cI8WzXHEcPE1CdAXqMqbSFSrd0TI5jwrUMr5h&xkcb=SoB_-_M3Suu4d4WaYh0NbzkdCdPP&p=13&fvj=0&vjs=3,Deloitte," 
 4+ years of software development experience in python for data science applications.
 Collaborate with other data scientists to understand their models and…
","New York, NY","Posted
Posted 22 days ago",3.9
US,data,,Data Analyst,https://www.indeed.com/company/DONIA-LLC/jobs/Data-Analyst-ee532334d68e5173?fccid=d6f53535c965a8e1&vjs=3,DONIA LLC," 
 Renewing and updating documentation on our existing PowerBI inventory.
 Updating SQL scripts for existing PowerBI reports.
 3 years of experience with Python.
","Brooklyn, NY 11201","Posted
Posted 30+ days ago",4.8
US,data,,Clinical Data Engineer- Remote Canada/US,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0B2SmdZXc8WiLAqpwfALZyfB0c9KDoIVcNhv1wEvcHxaed2Zhl5gIiwIoxjPl01-UZMk5v8whuaX4aijqho7jEoqLSmkIMTGJIArD9rz0KzUXr9eWf4MXxQuLzPOfx5oSaeAZd2ToSrB_VzmCtHMcRDTTaWunHZ0kPJMxQF9sZ8trvrz83TBQS2XtgIE1ivq8H7MmohWjP1eWqfqvo97wJ2c_eaf3sXwZh2svb2wUzmwQ1tpd6KTKBKDR7ARARAT0v_z57rdZvZFbxv_XxHKQiNiIcbTG1A5V0dh9YGwgecL6JnUQp2KzJFyezsky6SEQuc6uaNXkJ8JeaH_IcgODcHbIWTih64mvvYk-mhgVIKPKmsdN05X2aBd3IGuoiHc-FftDDw5y9jiCeXB46LiJ1RkOJKET8rmg-GbpI8kh14KlmCK9dl_sPRXR_hpKdOHDptPHh3yvI9QB9ru420ZS-JmNM94PZ3saAUasEBVj9xGoIMUNxtldnFFFAcAktt-VK_g1mGhLmq-OA_8U_i5GK6v81jDG1lX2_iPkdEAKTX_fLcUUoV8EAUK0aCXy6pUpwFvsvuKFXtOitTzWtc0qtTgRz3gZBlNQPKqMM8JC04VfgB9VEr9UjkrNlFpU7gFoEqoTbCJXZZ8KpV4FvFtHsDnzAGwXpGTNsqBmByhJ_MQXqMtAuaBA1BsxJsaL4YBYrgCfdKUx2AiHyFgjfxbj4ilzFznJQdbwxuyGSwY5wJ6AJTFEKuXKBR&xkcb=SoDc-_M3Suu3vGSU4h0JbzkdCdPP&p=0&fvj=0&vjs=3,PHASTAR," 
 Experience in creating data integrity and data quality checks for data ingestion.
 Coordinates with data base builders, clinical data configuration specialists…
",Remote,"Posted
Posted 16 days ago",3.6
US,data,,Machine Learning Cloud Infrastructure Lead,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DPtnWd5c3HSXcHE7Q9oJFHp5RQto9btUDg0qVxvc0iqj-fTOFvfyy1ASDi6wx1MLTkYe3R4IqAM6_SwmFdSE4kEeuVVA8Ac9-6ZZ5aq1_WaQiNGLh1QHdfHupEA61-b0Rk1px9JNpdFfucvNRa0OVnOqw4NDlUtZjLtMxxSoNWf2OToBkEmhcj5zGs23SgxIv-FGR4aw4oCBGOTbkQkoGUKB4QZjOnxdhBRsOTIY2EuVzW9WiSe3-21wxo3SU7vpZbUlay_BWRsdvT1nVZMS-VU1z6_XUBtxQb7sgKF6Pyj-OUVMlS5Iiq7oaAbEf34LfKU_jNyuMYvjJHs8evTZECZkkPJvftH8S_Y1teNjrBAVKKELC6Nlel9UIqCbHqgNofMHK6IDtnOUlHeHDsTVQcl7dTTTJx01YiL5DKMb86awt0mJ20TA6eKHMvfwHqi6M8Lzhums9hhXKOwEXixge4nfWlVBaftJV2cGVMrtesjeSaM7WKb2MuPtfYN7QqqYRU61uyPtEbVjrWi7MTzfoNtHATvOrRZtYAbX8EA20QmntrvWZI8_jS5zD3O6Jxqq-i6nvD475_cQZVw90fbBE4iXGrJQ9Lg6oN1fvrAUbWqFe0hZZRi1Wrzn8X0wdqIuBX7Yt9LtI4GXjJp5SjpEv9cDCiV7draV_8w9ep19GqhP2zbCDBIL1SL3-1K5pfXi4=&xkcb=SoBo-_M3Suu3vGSU4h0IbzkdCdPP&p=1&fvj=0&vjs=3,"Intertech, Inc"," 
 You’ll build, maintain and improve data processing pipelines that process billions of data points and petabytes of data.
",California,"Posted
Posted 30+ days ago",4.7
US,data,,Customer Service Representative/Data Processing Specialist,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D2h_fL9mST1LOEUIJCWavR9W6uHFhAWMrOO_RRTsOZ-Gjjhqm4VZ1Zx-p2-aOIwUCVlGbi57jkfipK62nJqADXxdLJhrP8SckjQIfGsL24Uksy6A6LjOAp-Jw2QLTXCk0o6GgapRI9WYpSGi6HAY3cku8WHGTYTwKhLynQr5B055hLdnnss8uqPF27Hwv-bmOx7jHa8zQ3MeuDvuF9fel_VgaOCc6LbPJ367SXMne8PbGtHGHSlgvqtqJ5hSVUMPK9TDqK6ZeGJ3pzzSiaIEb8Fm3VCAYjU_98l4gekn6dGfmcsWPovpNtHSECMPntN0ScOyHUVLLdvMguSSvGviOXfa0OuHUIvfbnhYNO7O5wgJb3pv400BJq5_wiZaszzSWf3dqv-h9vrJt7APnwayZqmE0jZyO15aGMmAgUR9PNaFSekYan5B8HcVBLN6r2OGglu4lfdoFkfC3lWBNf7iKUSJD1MiaBs9G4dLOrYeSpB3bmxwgk4BEi5aj1TOv8lxrA7hDd4SXM1RBDnEOHF6uDqjnCNZYvdIjUH6_1FbXwoBFnkVUkAoVD&xkcb=SoCw-_M3Suu3vGyU4h0LbzkdCdPP&p=2&fvj=1&vjs=3,"Aspen Waste Systems of Minnesota, Inc."," 
 Accurate and timely data entry.
 The Customer Service Representative/Data Processing Specialist completes various business processes to support Aspen, including…
","Minneapolis, MN 55414 
(Southeast Como area)","Posted
Posted 6 days ago",
US,data,,Data Scientist,https://www.indeed.com/rc/clk?jk=505ede1aa7bf7b6b&fccid=e571ceda55e25d27&vjs=3,Biz2Credit Inc," 
 Biz2Credit uses big data analytics, engineering, and predictive modeling to help optimize cash flow for small businesses.
 Catered lunch and team events.
","New York, NY 10119 
(Garment District area)","Posted
Posted 21 days ago",3.0
US,data,,Data Entry,https://www.indeed.com/rc/clk?jk=c5323adc4b45c63a&fccid=d4c9d0510be94203&vjs=3,Bell Manufacturing," 
 Transfer data from various sources into the new database.
 We expect you to work efficiently and transfer data as quickly and accurately as possible.
","New York, NY 10001 
(Chelsea area)","Posted
Posted 30+ days ago",4.0
US,data,,Data Specialist,https://www.indeed.com/rc/clk?jk=78c6366912228f63&fccid=8cdb49f41171a504&vjs=3,Turvo Inc," 
 Meet with customers to review data migration requirements.
 Fanatical about data accuracy and attention to detail.
",Remote,"Posted
Posted 3 days ago",
US,data,,Data Entry Specialist,https://www.indeed.com/company/EYEPIC/jobs/Data-Entry-Specialist-07b07a0a5b082a9b?fccid=8e15b36c188e1c9e&vjs=3,EYEPIC," 
 The ability to communicate complex data in a clear way.
 Enter data and claims information into Eyepic’s systems.
 Proficiency in English and in MS Office.
","Brooklyn, NY 11215 
(Park Slope area)","Posted
Posted 20 days ago",
US,data,,Financial and Customer Data Analyst - Onsite in Hattiesburg MS,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0ALkdcnAr-ByGw0WTCtMq_k0PqESx2qjU3xwkuRbhygrhUe5yWgFCT6aDdJo0mXOvaU1UEpNprLHr7Uz9dvaELpTcSZb5kA88ygrue9V6yO7tdbisMfxEi2HTh49-AtJQ5685J1-BxIsFo5orWlA7xKgO_8_OxFmED4OpJVVYlq_EuFdd6icfC7Fr-2T8NyvvN1oF-fFffa4Dz6dL2hvLVslD2Pvklk9Flwr7VYz6SqTUmHU4584mUlvIu4OWeiCyZ1IU90PAqUVNjrbC45qUHGESwMV44CTuqZfCnWuW7vqtiNSzDie5YYjtTebN7q7qCDvT8_a_cC51I9nN_ZIpOs2kNoc0E9Sf58GBrGsvTtqplFySs6BPJ6nprp200-CQwmlBDHzvqQEUMt-koBnjFSZwufSiKvcw_BPzXdNaadhL22DTYrDkEqUEb5d2FxE1XD1R2fe8NwuUsH-sfRB4I_hFJNLtZHQOMTkbsQSbkaTYrGJ4hvgFiIwv26pe2XTJ1gdbueIvf_LQKN37LypWUfNd26pssvzYeGk_SbqsRjit7dsz7AG25BRf5PgVIsT-HfE94K-epWWw==&xkcb=SoCy-_M3Suu3vBSU4h0KbzkdCdPP&p=7&fvj=0&vjs=3,Continental Finance Company," 
 Ensuring data integrity through various quality assurance methods.
 Coordinate finance and data driven projects assist with projects in other departments as…
","Hattiesburg, MS 39402","Posted
Posted 18 days ago",3.8
US,data,,Data Scientist,https://www.indeed.com/rc/clk?jk=1636faa0308fd08f&fccid=1577085fc2290983&vjs=3,Source Enterprises," 
 Stay current on modern trends and advances in data mining technology.
 Extending company’s data with third party sources of information when needed.
","New York, NY 10005 
(Financial District area)","Posted
Posted 30+ days ago",4.3
US,data,,Data Engineer Level 3,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AVVnl_N3xmP3MApcGA3sr6MLnz8P423WWILI1WvbjE8Ry71v-lom9NKs8rBQiPPSeFBRHV-ZdGXcyfc1oDH3wNpfnV3MJPPdX_srCXNfb0DilgVAHrnOJUnYuwSb5JWEfr2JPeUmC3gIv_tSfbq3o92NB-mYmPwOmghkBXGcV1hRmu4QxxTzzmkiRC4IgM7_496RIIEx70Hj1dK4uyOhtOQOo7L3pNvor3p_kiJw0_mhQoe6skH-BwYxG-hRGKD8AXa2cOXXzTKHAQrtfe9rOUz4ozJ2zs1M7wTMrgse3vHKZ6Go_gAsw1WMT-QjGRs3RhDhjIgwQINc0lFwG0JOHWggA-U3tk9si3AqZ_qkZXFuK9Ay3OKwBRZlog9MDBmZ9KsMthgPEdny3Y0Z00n6AdPjk5gcqjrSYmdiIvvmooNAbVqa0hDuDcUmCejHTHmBZZcHKY6FYvbxaP0-MtlUIA5ifJ71SOROR0r_lmlI6krX7wMAZqxgpsE0O2i_LIQ6Ey-iJK-vsJSo7Ka1DR2Acw&xkcb=SoCb-_M3Suu3vBSU4h0IbzkdCdPP&p=9&fvj=1&vjs=3,"Computer Enterprises, Inc. (CEI)"," 
 Promote the reuse of data assets, including the management of the data catalog for reference.
 Also supporting existing production level data pipelines.
",Remote,"Posted
Posted 3 days ago",3.4
US,data,,Data Analyst,https://www.indeed.com/rc/clk?jk=35dcd4c77fbf4ade&fccid=8f0c69fbc80b9363&vjs=3,Marker Learning," 
 Collect data from primary and / or secondary data sources.
 2+ years professional experience in a data analyst role.
 The most important skills for the role are*:
","Remote in New York, NY","Posted
Posted 30+ days ago",
US,data,,Data Analyst,https://www.indeed.com/rc/clk?jk=b715189bf2249cd1&fccid=2dda8667d8de78d8&vjs=3,"Take-Two Interactive Software, Inc."," 
 Define the structural and field-level transformation needed to align source data with target systems and data models.
","New York, NY","Posted
Posted 30+ days ago",3.7
US,data,,Data Analyst,https://www.indeed.com/company/ITN-Networks/jobs/Data-Analyst-580c5029357427fe?fccid=1b437124b7530cd6&vjs=3,ITN Networks," 
 PREFERRED SKILLS • Knowledge of Microsoft Power BI • Experience with querying data via SQL.
 REQUIRED SKILLS • Basic knowledge of Media Math • Strong…
","Hybrid remote in New York, NY 10017","Employer
Active 1 day ago",3.6
US,data,,Data Engineer,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0DFt5CLWch_-uKpf_0Ky8M_iFaKSU6X2cPjQwIk2lGN2zlJ200dufGwdCb50mwSuDUhACsE2KiTExfu5PNnWMLDbe3Cwg4us5B7zjUGneurYleFWUX8aDIVb1M-GfoG9bSFLAGrQwTsBR4b9uRqSZs-_wryAKzBSeXK8qCuHDkSOGj9V7n_KKMC_BPnq4VeQoJLRM0pctl3mG8T8FUIQEvNtn6m1MCIHxsUTY6j4Qze2Pd1i-Xl_R3o-s6DXQE7D_BDQ3ve1oWV68hpRK1WcM3QOsMlpCJMwrREP1GV7oczKs5cyKn7uS6jT_btMQ_zPYHzldRdbvB5MjdLhHMtQLE-jjgRLq8jOBa7o0yAsVfkg_9qB-hbkxHL9K7l6G_lIsZpb3vmMhWfjFnsD8BHvmJpeRH8_OZKUHvW-LsijBzMBFUmHn018nQoNgJGpi3GsPSd7KiGsBQvRfDxHwSfAcgPaZsBD0vZEsOz_IZBsJpIcD-c_jYUc1ZjKi_FREtfT14K9g0FVFGkZ2rbU8zS6sTx&xkcb=SoBq-_M3Suu3vByU4h0JbzkdCdPP&p=13&fvj=1&vjs=3,Atlas," 
 Strong Experience with data lake/data marts/data warehouse.
 Flair for data, schema, data model, how to bring efficiency in big data related life cycle.
",New Jersey,"Posted
Today",
US,data,,Data Center Technician,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0D3WxDFzEA0r1f5MDfTZmC5WFCzaCNCjUwJAWpUsOY7NIqSU7GAbKDVHqI-VDZoQlzwimW1ZGJrQLbUCIV9r93Ph3i78kK0xwA6LixUX-8S7KG2ZbDsmjsTxBelO81EdkSc5_LipYn7Azvn8qtPYoeYRS5hcVtjZqKpV-7Hwx6OlqlPRXmgUdb4QWLIe0krZ0EuxCan6m2dJin4sAfxpc8BUXkjWGwcl_tVP94vxNWiN9NIi8TgnbfWKUp64ePh5dtCWKKq0a6Rh7OiaitwuGvrIYoG8hZM3DJ6qcafLxAZSClJ5cvb7IkeDNn5BnHKb8zGsCfuqoUTxtjnIGfMAp2UGSmtZ5rlvbf8yaChOL65igevxt6eLZq_yoGZOmhumFvmT9vInFqVW-8kfK18bVPqUyH5_IzUzEVr6pWJvL6XvVV7Gj48Jfj5jt6ukf5BZlClMh2KMYgSZZEbtd2qnHa1hh3DSa83RIyCXmfyJXF84b0mfYkgnzAcuzGICq5UTxA=&xkcb=SoDe-_M3Suu3vByU4h0IbzkdCdPP&p=14&fvj=1&vjs=3,Hemmersbach Nordamerika," 
 Maintenance of data center hardware at various customer sites.
 Must have a car and Driver's License.
 Excellent problem-solving and multitasking skills.
","West End, NY","Posted
Posted 11 days ago",3.4
US,data,,Data Governance Director,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CJvNap8QInbET0-4ZqaslfeTXBTqvb3RCAyWcItWzHc6TUfdNV6aI7Z3K-_0bIhuQnlvJkJEMNXn5QnTAb11qx5qsFPoC5TQXHtR9_T9diwUdMtQh4p8LHLZNtZL6_5DYbofhIKo4oXooh2Thqq9h6CfkYlaHCPsoMrV16ITcSt_Pa82zUC6SwUqVxkQVZwhwTPKX4HqulXSzc4HmzzutdUXgiUYxo4U_yXTlTFd4fOp2jLMC5O9ugdeOWpfkiU_76GMcvvO9OiPKhYH0_eVX2uH7ZmWXesb1nT4ul2slJ_O2L7mvYA_xecIY9rYGcAlmFfb6-nmpSt1c-oIb2CIudK3Qe1Bqnnmh43aKFp8Ou0BW_J4yeS71nKVcGz9-_1necvu7fCWnKOzOuCn1qgLl_-s5BxXdQFc0J09QGTtcDEx1_OR5ZyjKJtsA3Y4yOY2iK_IxuJ0lU_6h-sbxu4hYvVprdPm3qAwNygvx4NYvHSYSkR_W-rntcj7s5oSuCJqyMutBcgegvPQ==&xkcb=SoAD-_M3Suu2-qSU5Z0LbzkdCdPP&p=0&fvj=1&vjs=3,"StoneLaurel Consulting, Inc."," 
 Strong data governance project management background, with deep knowledge of data quality management, data integration, and data management.
","Columbus, OH","Posted
Just posted",
US,data,,Order Entry Clerk,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0ApKJOJp0Z5K3voWTJI-bSqIYSZvDiL1oSqx7VDiDXmDdV2sFeZ1Q4L8JxVMHrVWmjHZbWq1gzvXXXidjBPmePLs4Z2XHBxIYa3SbY01r6skba2ov_Rj058iDpoyUGEQXx2N7q8ctFPkfrb4PS-ZnAkcpS_3-llTWF0ZLmoYE5Hj1ig_a0_1acC0P7TOpb_OCdbgcZIXY7GsIubCnB7P1ik1H3BYmHf8OEkrVxPHMkQEmL8ciG7G_sKr6DtRwc7_MLYBujD6T0doECuQjWAaHdB_sTBgC8n7Wvo-W3J8tbPPsGtaUzwNwr9q0ahO-KVKVY1k1v2gzq25RtEBPTtlN_6fLJqIvtl5rlnDysRGxYJiynPGshdi1FUOzqHX21M96u3UgDEFnsMDCItCU3IrkD3TU6XsX6vFmIySvv8XFYRCyLuxuec1b9AQUY1oJmkvQbpRjYB2KX2E83JPEweK0f2WxsQYPLAgZ8EGcvICXBoBw50VPAH6izAxdi4NdrdT8Y=&xkcb=SoC3-_M3Suu2-qSU5Z0KbzkdCdPP&p=1&fvj=1&vjs=3,Autumn Plott Recruiting," 
 Order Entry Clerk takes orders and maintains a proper record of the transactions that take place in the organization.
 Maintains electronic Sales Order database.
","New York, NY","Posted
Posted 8 days ago",
US,data,,JD Edwards E1 Business Analyst (MPS & MRP),https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CChTSN4d50u5qN-BXcTLBZiSjD9WqntzHcfQP719PuLe8pspVtlmDSnIyLbnvxmNqxcHVRENYrUXcRzRASj1d3XZie6w02EvIML8DLqKUBqrYbyvK6k4NJhoh5iMLGGK0zM2rXvkP0QG-HloCYx1chP8T_OAuD45hYOnrHxiXf9dJEPeyl8ygjODIZ4A4IAZYi1dv8ggCEX_Y11z30AQIRKTRCGNvP7vRMBnsj1hq998aPZ88uqjVfSK0y34PgwHhpkQPq8O5X_49lPQR9z1HLRHBTp_YEqtWlp8w6K-U1ybo9AUkVIdIIbo9tq-uVLanULS6Z2ifYMwkwa_jo0ExseJb4cO3VehhpqoGo-hJHsvc8-ERBJMyyRu2PCfk4Ej21JPqWFsKNdhuVnDvMZFIi68sCbah7sviU7jFpX1696KYQiUoGEdyOchT5h7su6Y0mjlyS3zPQJWY-CXmeVMQYbQBqLtOwPvZdZifj_KBkX1BIxkJAPvN0K7DXZPEkWmmNKOVcH7DceN_Idyzso8nNulLOk6NwTzBKtRv3Dca5oKLmyLu-HIfqCHKHIuY7dnvhZCom_oiGeqo4OWjp4ScKQe1CO_CdL01PpcD3Rm_xKQ==&xkcb=SoAq-_M3Suu2-qSU5Z0JbzkdCdPP&p=2&fvj=0&vjs=3,Sterling St James LLC," 
 JDE Business Systems Analyst will serve as the Voice of IT as it relates to application ownership by converting business requirements into detailed system…
","Hybrid remote in Sterling Heights, MI","Posted
Posted 5 days ago",
US,data,,"IT, Business Analyst – Contract (Mfg, construction exp nec)",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CBzdXWlh1n8zGffe1vZ6IPtxqHiQM-DkvAwjbkSq5Ev7WkXdauvehx1c3R8lJv3H4KFXFdLfLuJhFHbKKPsuHX-7sDnUgDVzV2hszOVwpHzyU2MyG1IPfooxCouWsxDy_tnLQdPYGJXkobfJT7tnFsUiGpRS_XkYhRFVd1NTq85-Dnk0cyjrF_k_NyaZ_bihUVDPhmJejwTZTxex7Ey6jqc5mB4NVvyHd2ayxpfvuby4ZoHZTPLkwZW4iEF0ErpKtZ7cttT4XAJS_ajOr2vAU3aPc6FrXIVPR88lhFA4DoxbBw6c4OqdyfWy4nHjNYHXVMZyMQ3UCgt7o1rBK9oxgB59PNgAAtXaUqjFNpv0uQQ2CPg13H7x55soiKBgj8ohY_1rRSZmnT4_i1VVBJYmcCNa1lAKwJl_Y4eLw7_xmk7ujjYKL-d3N7piCYjfcShM3zzFdIxQc8MvhT9e25pJCci7imVf4cdH-nXTt6TmoqX_SRufJeo_RnhzDlngaupT7rtOTdZ1l2-6GSrFD457OTfRt5g6wkO_TUhuUo5osS0osZA9iTPswJhThVy_4DGsPB48H_KKm0-miGhPi2x5MP7an4brWaj8ofYPyxQmmdFQKY0JzSUT_utiN4MLdQTdrz4sQy1EeNlJY06r-X-RIZGYLvfUTtAqvlA5lOT9jCEA==&xkcb=SoCe-_M3Suu2-qSU5Z0IbzkdCdPP&p=3&fvj=0&vjs=3,The Denzel Group," 
 Experience with maintenance lifecycle of assets (manufacturing, oil/gas, construction industry experience).
 Understand deployment lifecycle, system deployment…
","Belen, NM 87002","Posted
Posted 4 days ago",
US,data,,Lead Data Analyst,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0AoYXfdOe7El6-Ykny_IbMrQLc_ftZ75MJybi-dJXWXjsCzoyCJRRBVlF9fO0cfHB_BN_lARZh92-zx-RVBoS0G01p8kS0YuEpAFZVBVasg8e2Y7I_HADe4gYrWCPx35igT0X35PPcGkF89n9DZxhaFvcw7oxvkSPWzcv1GE8w6zu4zGeFn8Ja3aLddU9abWYhUpVvVdeTkzjRSOreJd6fQJmHpHUj_Aq8ZsxWo2S9feTjPxgF72cM0ri18_o0fWebSwqDvhvLfS1NY0JkZVIyeVl_t2IQfCf28C58Mw9BRJ5sQaPVXN3NH6ZJdreCbgW85cFOB1dI_sY4GZTQAGxtyLGiUOcv0Si0zzXTh-M7O3sk1TkYNaNgbI6bWVAmo5NF3bPUnuM0gaaxWL90sRtP3vXveN0JA67HFSJtBFh4VR7e-t7pd0hVaNzLcsFD6C1UWtnuCh7MBYUMKpLrFS2tcuHW4VjoGY0t3K9-0HsOyHCVTePunEDQNKgFK7kfKrvlcmQAey3Fyi01XbjQLxcVEWKi9Wi5f33U=&xkcb=SoAQ-_M3Suu2-qSU5Z0PbzkdCdPP&p=4&fvj=0&vjs=3,Fidelity TalentSource," 
 Solid grasp of data and database concepts, tools, and technologies.
 Ability to interpret data, analyze results using statistical techniques, and provide ongoing…
","Durham, NC","Posted
Posted 30+ days ago",3.7
