Search_Keywords,Search_Location,Job_Title,Job_Detail_Link,Company_Name,Short_Description,Location,Post_Time,Rating,Current_Time
data,,Data Scientist,https://www.indeed.com/company/Dew-Software/jobs/Data-Scientist-170d4e7e8fde30ce?fccid=b18a0965317fe6f5&vjs=3,Dew Software," 
 Create data models and schema for analytics data.
 7+ years of relevant technical experience in data science, data engineering, or software engineering with a…
","Mountain View, CA 94035","Posted
Posted 2 days ago",3.0,2023-03-13
data,,AWS Data Analytics lead,https://www.indeed.com/company/New-York-Technology-Partners/jobs/Aws-Data-Analytic-Lead-ed381a791c5f3628?fccid=8aea04a3e209a103&vjs=3,New York Technology Partners," 
 Experience should include converting data sets from XLSX, CSV to Parquet/Avro using Python.
 Note: *Need 10+ years Consultant.
","Malvern, PA 19355
+1 location","Posted
Today",3.9,2023-03-13
data,,Data Specialist,https://www.indeed.com/rc/clk?jk=6631656fef7440c5&fccid=0cc7e6bf8ac0b24f&vjs=3,Metropolitan Transportation Authority," 
 Proficiency in data science software to produce data analytics, visualization tools, and spatial analysis.
 Knowledge of database management, programming, and…
","New York, NY 10004 
(Financial District area)
+5 locations","Posted
Posted 5 days ago",4.0,2023-03-13
data,,Data Scientist,https://www.indeed.com/company/Employ/jobs/Data-Scientist-ee80ebfac68329e1?fccid=edd23c159d3deb62&vjs=3,Employ," 
 Execute models & data science exploration aligned to product strategy.
 Leads development of analytical models using statistical, machine learning and data…
","Washington, DC","Posted
Posted 19 days ago",,2023-03-13
data,,Data Engineer,https://www.indeed.com/rc/clk?jk=e0d0b4766e7f465c&fccid=927356efef1f3075&vjs=3,Michael Kors," 
 Knowledge of industry leading data architecture and data management practices.
 5+ years of experience with data profiling and data pipeline development.
","New York, NY","Posted
Posted 30+ days ago",3.7,2023-03-13
data,,Data Warehouse Developer,https://www.indeed.com/company/Lantern-Info/jobs/Data-Warehouse-Developer-00eb2f8baee867d4?fccid=ab6d6642c6a74f85&vjs=3,Lantern Info," 
 Dashboard development, including hands on development of analytics dashboards and working with complex data sets.
 Complex SQL with relational databases.
",Remote,"Posted
Posted 6 days ago",,2023-03-13
data,,Data Analyst (Remote),https://www.indeed.com/company/Tripoint-Solutions/jobs/Data-Analyst-dd63959b0a64ddc9?fccid=f3058b4c5664c277&vjs=3,Tripoint Solutions," 
 Establishing data quality standards throughout the SDLC.
 Performing data quality management (DQM) analysis and visualizations.
",Remote in Alabama,"Posted
Posted 13 days ago",,2023-03-13
data,,"Data Scientist, Customer Experimentation",https://www.indeed.com/rc/clk?jk=deeacdfdbfda6bb4&fccid=bb3440b399010421&vjs=3,Eppo," 
 4+ years of experience as a data scientist, solutions engineer, or solutions consultant.
 We’re hiring a Customer Data Scientist to partner closely with our…
",Remote,"Posted
Posted 7 days ago",,2023-03-13
data,,Data Analysis,https://www.indeed.com/company/Harvey-Nash/jobs/Data-Analysis-ccb25483750c5596?fccid=6b8226d067b7b189&vjs=3,Commonwealth of Kentucky," 
 Identify and recommend process improvements to streamline data collection, data processing and data reporting.
 Knowledge of data conversion scripts.
",Remote,"Employer
Active 4 days ago",,2023-03-13
data,,Entry level Business /Data Analyst,https://www.indeed.com/company/TRESUME/jobs/Entry-Level-Business-f3095ff4e041975d?fccid=8456b57e4d97ccb6&vjs=3,TRESUME," 
 Knowledge of data visualization software like Power BI, Tableau.
 We have multiple openings for *Business /Data Analyst's *Nationwide.*.
","Baltimore, MD
+6 locations","Posted
Posted 1 day ago",,2023-03-13
data,,Sr. Data Analyst,https://www.indeed.com/rc/clk?jk=0a7e1da12c0f01db&fccid=357a956d820afd45&vjs=3,Human Element," 
 Manage eCommerce data infrastructure inclusive of digital analytics data, reporting and analytic platforms.
 Experience with implementing the data layer and GTM…
",Remote,"Posted
Just posted",4.5,2023-03-13
data,,Data Annotation,https://www.indeed.com/rc/clk?jk=affd24d20b74a67c&fccid=3c99d2c627a7f85f&vjs=3,dMetrics," 
 Background in linguistic analysis of real-world text data.
 Implement annotation procedures, possibly relying on crowd or community sourcing, to achieve…
","Brooklyn, NY 11211","Posted
Posted 30+ days ago",,2023-03-13
data,,Data Analyst,https://www.indeed.com/rc/clk?jk=9866f03c3163fda4&fccid=7ac2c8409d74f408&vjs=3,SnapEDA," 
 Work on data analytics projects to solve business problems using data analysis and visualization techniques.
 Improve data processing and reporting procedures to…
",Remote,"Posted
Posted 30+ days ago",,2023-03-13
data,,Data Entry Clerk,"https://www.indeed.com/company/Insight-Investments,-LLC/jobs/Data-Entry-Clerk-cf353c01a8f6dca7?fccid=56d341640d68d3c0&vjs=3",Red8," 
 Proven experience as data entry clerk.
 Perform regular backups to ensure data preservation.
 Type in data provided directly from warehouse systems.
",Remote,"Posted
Posted 5 days ago",3.3,2023-03-13
data,,Data Analyst #9,https://www.indeed.com/rc/clk?jk=e382078c3f442f1b&fccid=4e78eeabcc933ad5&vjs=3,St. John's Episcopal Hospital," 
 Assist in the development of data management plans and guidelines that will deliver accurate timelines consistent with quality data.
","Far Rockaway, NY 11691","Posted
Posted 30+ days ago",3.7,2023-03-13
data,,Data Scientist,https://www.indeed.com/rc/clk?jk=7f470d55446160f0&fccid=43014b1412e0a7b6&vjs=3,Pinterest," 
 Knowledgeable about best practices around data manipulation, building data pipelines, feature engineering, and creating dashboards.
","+1 location
Remote","Posted
Today",4.1,2023-03-13
data,,Data Analyst,https://www.indeed.com/rc/clk?jk=77e24895b93353a4&fccid=8077183a161ef0fd&vjs=3,New York University," 
 2+ years experience analyzing quantitative and qualitative data.
 Reporting to the Director of Data Strategy for the Office of Communications, Engagement and…
","Hybrid remote in New York, NY 10012
+1 location","Posted
Posted 30+ days ago",4.2,2023-03-13
data,,Open Data Specialist,https://www.indeed.com/rc/clk?jk=687703d9ccf10009&fccid=5c4cd9e85a550f93&vjs=3,Howard Hughes Medical Institute," 
 Collaboratively develop and update standards for data formats, meta-data, organization, and storage.
 In practice, the Open Data Specialist works with labs and…
","Ashburn, VA 20147
+1 location","Posted
Posted 30+ days ago",4.2,2023-03-13
data,,Data Programmer,https://www.indeed.com/rc/clk?jk=25f2c6f5d7d3fa4b&fccid=bc9b803bd657ffea&vjs=3,Renaissance Technologies," 
 Use strong analytical skills and in-depth knowledge of C/C++ under Linux/Unix to develop, improve, test, and maintain data processing software.
","East Setauket, NY","Posted
Posted 7 days ago",4.5,2023-03-13
data,,Analytics Data Trainer,https://www.indeed.com/rc/clk?jk=83d6141da4c3bb16&fccid=978d9fd9799d55a8&vjs=3,PayPal," 
 Defining and leading our strategy in data democratization.
 You will set and execute on a vision to increase the tolls adoption and trainer the broader Business…
","New York, NY
+2 locations","Posted
Posted 30+ days ago",3.9,2023-03-13
data,,Junior Data Scientist,https://www.indeed.com/rc/clk?jk=478b4ebe87d6a396&fccid=1b2c00b70debd38f&vjs=3,NYC Health + Hospitals," 
 Working knowledge of data governance and ability to document processes, data models, and systems.
 Data manipulation: 1 year (Required).
","Hybrid remote in New York, NY 10004","Posted
Posted 30+ days ago",,2023-03-13
data,,Data Visualization Analyst - Reporting & Query Analyst,https://www.indeed.com/rc/clk?jk=ffddf79d8fc82219&fccid=ae30c1e091e6520e&vjs=3,"OddBytes, LLC"," 
 Querying log data to construct aggregated data sets.
 Conduct General data management tasks of investigating data anomalies, ensuring reporting accuracies in…
",Remote,"Posted
Posted 11 days ago",,2023-03-13
data,,Data Analyst (Remote),https://www.indeed.com/rc/clk?jk=73a5550d2aa820c8&fccid=7e039861f9e93845&vjs=3,ID.me," 
 Demonstrating the ability to tell stories with data through the use of data visualization, dashboards and/or slides calling out key data insights; Tableau and…
","Remote in McLean, VA 22102","Posted
Posted 9 days ago",2.6,2023-03-13
data,,Data Reporter,https://www.indeed.com/company/e.Republic/jobs/Data-Reporter-986d7973315febc8?fccid=453c31c7191c46a2&vjs=3,e.Republic," 
 Regularly prepare, produce and post data sets and data visualizations.
 Manage projects, maintain data sets, control versions and data integrity.
",Remote,"Posted
Posted 30+ days ago",3.9,2023-03-13
data,,Data Coordinator- Remote,https://www.indeed.com/rc/clk?jk=e5e289edefdc4469&fccid=becffc87cf690da3&vjs=3,Medline Industries Inc," 
 Review and refine data files.
 Validate accuracy of the master file data.
 Perform quality audits to preserve data integrity.
 High school diploma or equivalent.
","Remote in Northfield, IL","Posted
Posted 30+ days ago",3.3,2023-03-13
data,,SQL/Data Warehouse Developer,"https://www.indeed.com/company/University-Support-Services,-an-Affiliate-of-St.-George's-University/jobs/SQL-Data-Warehouse-Developer-a5f8c8f762300008?fccid=0d87e21365647482&vjs=3","University Support Services, an Affiliate of St...."," 
 Mitigate existing disparate data sources into the enterprise data warehouse.
 The data warehouse developer will be responsible for building the data warehouse…
",Remote,"Posted
Posted 3 days ago",3.8,2023-03-13
data,,Data Analyst ( US REMOTE),https://www.indeed.com/rc/clk?jk=72196d645d64f9aa&fccid=62ea05949fb06eef&vjs=3,Zip Co," 
 The drive to seek answers in data: You are comfortable analyzing millions of transactional data points.
 Connect vague business questions to data projects to…
","Remote in New York, NY","Posted
Posted 30+ days ago",,2023-03-13
data,,Data Migration Associate,https://www.indeed.com/rc/clk?jk=1bcb26c9dff701a9&fccid=b3ca6024f1b948c3&vjs=3,Bloomerang," 
 Export customer data from legacy databases.
 Collaborate on entry level data migration projects.
 Work with Project Managers and Implementation Engineers to…
","Remote in Indianapolis, IN 46216","Posted
Posted 30+ days ago",4.7,2023-03-13
data,,"Data Analyst, Monetization",https://www.indeed.com/rc/clk?jk=35496effa891b5b9&fccid=caed318a9335aac0&vjs=3,TikTok," 
 Lead data-driven projects from definition to execution, from gathering data, defining metrics to communicating actionable insights;
","Mountain View, CA
+8 locations","Posted
Posted 30+ days ago",3.5,2023-03-13
data,,Data Analyst III - SQL / REMOTE,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CRsjAAhb4gy7YhO0JuVaeCDdL_btuOCOorhVjdNhR0mCLk59J-QzkZ3VXVJ-Ua0E-qLobBkzIM-VRkV_9zG0eSjNGL0H6mOMGR-VBWBXUU0QR90BKyq6ff93tL1YmJ9VObqEhZ7fqTnxk-GNDDQVVtuO64gSt3iHup89jS4Xf1zcpTeo_32_tI_vlboSrz50VqkKFxjhubucenFU_x3TbUb70d-n1croMidwyICf6PP9aybriXxvrgRTX9jAx7zatZKd2LOQRxLj3wT63CV9NX-gVsqbA1HLtwflhtlnrLUlpSOWuj0eiGjCDlhiGeoDMtE9SvI2-aPbNTlheCLHlwAMem1aXs1G7dfHGiza7dvCGbhvnumqlp6SAixoVfi2mrb9h44Hv9MKeviREcxLRcpVeW3jiMl5R1R073qjc23mP7kUVAydGXG-4LnFNmrGSnzWdkHmxXeNYYkAElqNwg&xkcb=SoA0-_M3Sus2lBWeCJ0LbzkdCdPP&p=0&fvj=0&vjs=3,Sunshine State Health Plan," 
 Model data using MS Excel, Access, SQL, and/or other data ware house analytical tools.
 Provide advanced analytical support for business operations in all or…
","Remote in Florida
+17 locations","Posted
Today",3.2,2023-03-13
data,,Sr. Data Analyst,https://www.indeed.com/company/Agile-tech-labs/jobs/Senior-Data-Analyst-15b0551986af0757?fccid=97c205aa2dc2a6c9&vjs=3,Agile Tech Labs," 
 Demonstrates solid understanding of data and audience segmentation/solutions.
 Working knowledge of at least one data/analytics programming language.
",Remote,"Posted
Posted 3 days ago",,2023-03-13
data,,Climate Data Scientist,https://www.indeed.com/rc/clk?jk=ad5eff59731c5c4b&fccid=dd616958bd9ddc12&vjs=3,Floodbase," 
 We are looking for a climate data scientist with experience running data-driven (e.g. machine learning) or computational models.
 Work from home office support.
","Brooklyn, NY","Posted
Posted 30+ days ago",,2023-03-13
data,,Staff Business Data Analysis,https://www.indeed.com/rc/clk?jk=125dec37fee222bc&fccid=9784ae78e9834539&vjs=3,Intuit," 
 Design and build data products (dashboards, data models, etc.) to facilitate performance management.
 We are seeking a seasoned BI Developer who is a data-driven…
","New York, NY 10012
+1 location","Posted
Posted 3 days ago",4.2,2023-03-13
data,,Data Analyst Asc - Entry Level,https://www.indeed.com/rc/clk?jk=64639d7a5e954f2a&fccid=aeb15e43a6800b9d&vjs=3,LOCKHEED MARTIN CORPORATION," 
 Experience processing data, analyzing data and orchestrating data visualizations through Tableau.
 Mine, process, and summarize data; Manage the quality…
","Greenville, SC 29605
+1 location","Posted
Posted 4 days ago",4.0,2023-03-13
data,,Data Quality Specialist,https://www.indeed.com/rc/clk?jk=6f6ccad260f98788&fccid=bb0c672891002d42&vjs=3,Boston Medical Center," 
 Performs data collection and abstracting activities, data entry, submission of data and continuous quality improvement audits.
",Remote,"Posted
Posted 1 day ago",3.8,2023-03-13
data,,"Principal Data Scientist, Member Experience",https://www.indeed.com/rc/clk?jk=b4a7875c96a16052&fccid=7a00840ebfecfdf1&vjs=3,Devoted Health," 
 This individual will build robust data pipelines that underpin our products and operations; and foster a data-driven culture by using their technical expertise…
",Remote,"Posted
Just posted",3.6,2023-03-13
data,,Data Scientist - Brand,https://www.indeed.com/rc/clk?jk=76dbe8f4d76a73b4&fccid=f3a36f726f745c17&vjs=3,Faire," 
 Faire leverages the power of machine learning and data insights to revolutionize the wholesale industry, enabling local retailers to compete against giants like…
","Remote in San Francisco, CA","Posted
Posted 12 days ago",4.2,2023-03-13
data,,Data Scientist,https://www.indeed.com/rc/clk?jk=92aaa83df4ecc9d9&fccid=be3b11aa573faee7&vjs=3,CVS Health," 
 Duties include: design and develop data solutions using industry leading tools, technologies and best practices to profile data and develop efficient ingestion…
","New York, NY
+14 locations","Posted
Posted 8 days ago",3.2,2023-03-13
data,,People Data Scientist,https://www.indeed.com/rc/clk?jk=105566ec866397f8&fccid=43f0f7dbd55927e9&vjs=3,Lululemon," 
 Partner with Tech on a People Analytics data infrastructure and data warehouse build.
 Socialize the importance of data governance and ethics and ensure…
","Seattle, WA","Posted
Posted 30+ days ago",4.2,2023-03-13
data,,Data Engineer,https://www.indeed.com/rc/clk?jk=906015088c25ea47&fccid=54a1830e9cce3cc0&vjs=3,Flow," 
 Deep understanding of the first and second order effects of reporting — you know the power of presenting the right data to the right people at the right time.
","New York, NY 10012 
(NoHo area)","Posted
Posted 22 days ago",,2023-03-13
data,,Marketing Data Analyst (remote),https://www.indeed.com/rc/clk?jk=bfbc07a1ed2a951f&fccid=e9c5beb39ade32fd&vjs=3,PACIFIC THE DISCOVERY AGENCY," 
 The Marketing Data Analyst is responsible for supporting on-demand marketing analytics requests and developing innovative analytics tools across all aspects of…
","Remote in San Diego, CA","Posted
Posted 26 days ago",,2023-03-13
data,,Human Resources Data Analyst,https://www.indeed.com/company/WorldLink/jobs/Human-Resource-Data-Analyst-0bfe1fcbdf005afe?fccid=5c0740ed94646b0c&vjs=3,WorldLink," 
 Familiar with market data survey analysis and salary ranges structures.
 Perform data analysis on compensation elements, including base pay, short-term incentive…
","New York, NY","Posted
Just posted",3.8,2023-03-13
data,,Learning Assistant - Data Analytics Program (Remote),https://www.indeed.com/rc/clk?jk=512beac7ed33e6b0&fccid=aba603e5b69d700a&vjs=3,edX Boot Camps," 
 Excellent written and verbal communication skills.
 Ability to self-manage daily remote work.
 A thorough, detail-oriented work style.
 12a - 5a ET - 5 Hours.
","Remote in Atlanta, GA","Posted
Posted 6 days ago",,2023-03-13
data,,Data Analyst,https://www.indeed.com/rc/clk?jk=e8790d13c379709e&fccid=7365f0a63cf93492&vjs=3,Silent Falcon UAS Technologies," 
 Ensuring layers are represented and displayed correctly according to the collected data.
 Relabeling of data, for use by the client - both internal and…
","Remote in Front Royal, VA","Posted
Posted 5 days ago",,2023-03-13
data,,Data Analyst,https://www.indeed.com/company/Srivango-Technologies/jobs/Data-Analyst-328641fd6ddf8a51?fccid=bf0d7df378decf86&vjs=3,SRIVANGO TECHNOLOGIES," 
 Extracts data from various databases; performs exploratory data analysis, cleanses, massages, and aggregates data.
 Data Analyst: 7 years (Required).
",Remote,"Employer
Active 4 days ago",,2023-03-13
data,,"Data Engineer, Global Payments - USDS",https://www.indeed.com/rc/clk?jk=112ef2231fe2bd95&fccid=caed318a9335aac0&vjs=3,TikTok," 
 Keep improving the integrity of data pipelines to provide a comprehensive data service.
 Experience in issue tracking and problem solving on data pipelines.
","New York, NY
+13 locations","Posted
Posted 18 days ago",3.5,2023-03-13
data,,Enterprise Program Management – Finance & Data,https://www.indeed.com/rc/clk?jk=e5f5da5b8dde38b0&fccid=bfdc70cb06403869&vjs=3,Mizuho Americas," 
 Deep understanding of data and finance processes as well as the technologies and data which enable these.
 Significant experience and track record of delivery of…
","New York, NY","Posted
Posted 30+ days ago",3.4,2023-03-13
data,,Data Aide 1,https://www.indeed.com/rc/clk?jk=9a33ac2071c21efe&fccid=1ba7f338730ce720&vjs=3,Stanford University," 
 May convert data from one electronic system to another.
 Recognize, question, and detect anomalies from distinguishable data patterns on charts or other forms of…
","Remote in Stanford, CA","Posted
Posted 30+ days ago",4.2,2023-03-13
data,,SQL Server Database Admin,https://www.indeed.com/company/Mindcracker/jobs/SQL-Server-Database-Admin-454fc2cc51d05321?fccid=7ec614deaa1f6176&vjs=3,Mindcracker," 
 Mindcracker is seeking to have a qualified MS SQL Server DBA join an active project for one of our financial services clients.
 Pay: $65-$75 hr.
",Remote,"Posted
Posted 6 days ago",,2023-03-13
data,,"Associate Analyst, Customer Data (REMOTE)",https://www.indeed.com/rc/clk?jk=b8a89cf925942964&fccid=05cb80f355ecde16&vjs=3,Abercrombie and Fitch Co.," 
 Ensure that disparate customer marketing projects are linked in terms of data, processes, skills, and deployment methods.
 Paid Parental and Adoption Leave.
","Remote in Columbus, OH","Posted
Posted 30+ days ago",3.5,2023-03-13
data,,Data Specialist,https://www.indeed.com/rc/clk?jk=78c6366912228f63&fccid=8cdb49f41171a504&vjs=3,Turvo Inc," 
 Meet with customers to review data migration requirements.
 Fanatical about data accuracy and attention to detail.
",Remote,"Posted
Posted 3 days ago",,2023-03-13
data,,Entry Level Business Analyst/Data Analyst,https://www.indeed.com/company/TRESUME/jobs/Entry-Level-Business-Analyst-Data-Analyst-cc2dc37b70ff082b?fccid=8456b57e4d97ccb6&vjs=3,TRESUME," 
 Includes expertise in data quality, data organization, metadata, and data profiling.
 Promote best practices by data analyzing and reporting.
","Washington, DC
+8 locations","Posted
Just posted",,2023-03-13
data,,"HR Data Specialist, East (Remote)",https://www.indeed.com/rc/clk?jk=460bca173432897c&fccid=7a9a9f172531cfd5&vjs=3,SiteOne Landscape Supply," 
 Complete weekly data audits to ensure accurate data entry for new hires based on standard rules.
 The HR Data Specialist is responsible for ensuring data…
","Remote in Powell, OH 43065","Posted
Posted 30+ days ago",3.4,2023-03-13
data,,Teach Data Analytics,https://www.indeed.com/company/New-York-City-Department-of-Education/jobs/Teach-Data-Analytic-6c9b17add738350a?fccid=9511c7ae1692f54e&vjs=3,NYC Department of Education," 
 Candidates with experience in high-demand fields are uniquely positioned to prepare high school students for careers of the future.
","New York, NY 11201 
(Downtown area)","Posted
Posted 4 days ago",3.9,2023-03-13
data,,Junior Data Scientist,https://www.indeed.com/rc/clk?jk=3af02d93417e951c&fccid=2e2cd27fc703e613&vjs=3,Augray," 
 Handle data annotation and data analysis requests from multiple stakeholders with high efficiency and quality in a fast-paced environment.
","Remote in Brookfield, WI","Posted
Posted 30+ days ago",,2023-03-13
data,,Data Analyst,https://www.indeed.com/rc/clk?jk=8444030dcec53707&fccid=0cc4306bcfe3a086&vjs=3,Valon," 
 Document our data, ensure data accuracy, and create/improve data sets to meet Valon's data needs.
 Experience working with data engineering teams and building…
","New York, NY","Posted
Posted 30+ days ago",,2023-03-13
data,,Data Specialist (SQL),https://www.indeed.com/rc/clk?jk=b8ecfef8a22c18bc&fccid=e8bdaeee66f29789&vjs=3,Focus School Software," 
 Correct data issues using SQL queries.
 The ideal canidate will have past job experience in analyzing reports to confirm they meet exacting specifications.
","Remote in Saint Petersburg, FL","Employer
Active 17 days ago",3.0,2023-03-13
data,,"Sr Data Analyst, AMERICAS",https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0Adcy7in92wCDR_An48sj3SAo6ToDMkFTnjbT5qawmBkNl5O42kPJoq9SyCmvsi9vizG2Vm-9du9vKFgniiwID9du9l6X9Su5QqXP4S_n3FhK7n6WpL-Sxc_QXw14p5av1hW-bNQF1Y4O34OcvEwBESRIUWh33rQTeHPbjfaixPwSECcJzvHEIWIL41iritTedqrJ4Q1tDr6XOWPcCGJr62Bam3e8coC_zlfvjyfaBJAFF0eKMmw-l5s92adkuwa6LRamNCHbaXv4h5Ja0rr-agUnc9J-dI5jI4XJnGNVgIh9I4gzq6SDd6mDUBhPE8J7muLmAkAxeSmKxsd60GEFV9PtaMa-zoo8WYGVZ8Z5RYCMPjHJVF3d368qDADUoaGG9IlreLuUeXgRbf6p_iqZX2HtHQFQl-sC5f-QkSphjHUwon6aZuIcXb_BWkQmFANZgxiW-Vxo1UDRWIaBeI1pqzMRmWM_EDPL6R1Dvgd7faEyX7AuC4vRNsdn4RkkVrMiGagbiTjV9oSg==&xkcb=SoDI-_M3Sus0O62bCh0LbzkdCdPP&p=0&fvj=1&vjs=3,Smart AdServer," 
 Reporting to the Head of Analytics Operations, your mission will be to provide hands-on analytical support to the Supply, Demand & PR teams based in the…
","Temporarily Remote in Manhattan, NY 10001","Posted
Posted 30+ days ago",4.1,2023-03-13
data,,Data Analyst,https://www.indeed.com/company/SQA-Group/jobs/Data-Analyst-2a54c0c51745e2c0?fccid=258c77614d8a5738&vjs=3,SQA Group," 
 Assist in establishing overarching data strategy, and provide guidance on implementation to support continued data culture.
 Ability to develop data strategies.
",Remote,"Posted
Posted 3 days ago",5.0,2023-03-13
data,,Data Analyst,https://www.indeed.com/rc/clk?jk=7c1b5a0c83e8b41a&fccid=56e37881a6eea444&vjs=3,Logicalis," 
 Works with stakeholders on data requirements, data analytics, and actions that transform data into desired business outcomes.
",Remote,"Posted
Posted 30+ days ago",3.5,2023-03-13
data,,Data Engineer- Remote,https://www.indeed.com/company/YT-Global-Network/jobs/Data-Engineer-e59e8ca253a617c1?fccid=6c25475b966fa617&vjs=3,YT Global Network," 
 Experience utilizing data pipeline orchestration frameworks.
 Proven experience in designing, building, and supporting complex data pipelines using a variety of…
",Remote,"Employer
Active 2 days ago",,2023-03-13
data,,Data Engineer,https://www.indeed.com/company/Dataworks/jobs/Data-Engineer-d94e8571ab62a3e0?fccid=309cb047342d324b&vjs=3,Dataworks," 
 You will work in the data team and will be responsible for delivering data to customers and transferring data for actionable insights.
",Remote,"Employer
Active 10 days ago",,2023-03-13
data,,Sr. Data Analyst,https://www.indeed.com/rc/clk?jk=a4021d972a32733c&fccid=2367219115a3a7cf&vjs=3,Energy Solutions," 
 Coordinate cross-functionally across various teams to support data analytics and streamline data pipelines.
 Translate quantitative data into visual reports for…
",Remote,"Posted
Posted 30+ days ago",3.7,2023-03-13
data,,Staff Data Engineer,https://www.indeed.com/company/Eaze/jobs/Staff-Data-Engineer-5192fb3d2e80771c?fccid=630ae484c31d1d9f&vjs=3,Eaze," 
 Partner with product managers, data scientists, and engineers to solve problems that require data.
 5+ years of experience of data engineering or engineering…
",Remote,"Posted
Posted 14 days ago",2.9,2023-03-13
data,,Junior Research and Data Consultant,https://www.indeed.com/rc/clk?jk=85f52210ebf5d72e&fccid=a9a8bf2e786e3726&vjs=3,United Nations Development Programme (UNDP)," 
 Support the verification of data consistencies, and solving inconsistent data under the guidance of the supervisor;
","New York, NY","Posted
Just posted",4.4,2023-03-13
data,,Remote Field Research Data Collector,https://www.indeed.com/rc/clk?jk=ff1b727d2e8f6c1d&fccid=ee32437d8dec00bd&vjs=3,Penn State University," 
 The Survey Research Center at Penn State is currently looking to hire field research staff to conduct remote observations in elementary school classrooms.
","Remote in Schuylkill, PA","Posted
Posted 30+ days ago",4.3,2023-03-13
data,,Data Center Operator,https://www.indeed.com/company/Mastech-Digital/jobs/Data-Center-Operator-a50a9459ee3abf62?fccid=44432605a1a5bfa1&vjs=3,Mastech Digital," 
 *Strong computer skills as they are monitoring computers all the time.
 On a daily basis, this person will be monitoring computers systems for critical alarms…
","New York, NY 10010 
(NoMad area)","Posted
Posted 1 day ago",3.4,2023-03-13
data,,Data Engineer,https://www.indeed.com/company/Mericaninc/jobs/Data-Engineer-55aa3a708e243027?fccid=bce0609c9cc215af&vjs=3,Mericaninc," 
 Atlanta, GA 30303: Reliably commute or planning to relocate before starting work (Required).
 Data warehouse: 1 year (Preferred).
","Atlanta, GA 30303 
(Downtown area)","Employer
Active 7 days ago",,2023-03-13
data,,Digital Loss Prevention Data Analyst - North America Nike Direct Digital Commerce (Remote Option*),https://www.indeed.com/rc/clk?jk=5cf0aa612fc2afaa&fccid=2c62e4de04b8f952&vjs=3,Nike," 
 The role will partner closely with peers who are leading advanced analytics and data product delivery teams to ensure that requirements from key partners are…
","Remote in Beaverton, OR","Posted
Posted 6 days ago",4.1,2023-03-13
data,,Adjunct Instructor - Accounting (Data Analytics) - CTU Online,https://www.indeed.com/pagead/clk?mo=r&ad=-6NYlbfkN0CIg2qodiCRQAXgQ-hH0RBEEkwhWJ-1rYVHRvjAdEb5JwJv64wfN7hnuybCMamBtQ_0_CuI05xOw834wABmzNy3vXa00WIYZTxUgbD9D6pEklhbmLFUMy0xzH_jnu6eNuENYeurXxFY0mNzofefe6RhBr_zLISUdyWC9RibyxmfgBoc_5Q5s72A3WsYKQkOJ0KcFFEBxgXdIxxwM2RimBMoBvSUYh9pSOAUAc-SaUTcRJeFra8uzbBUVRmDTbnwuJgAwp7PXiQEcgUq_iISDij5kKZbgJo_sfNbWQPA1QaM7MQ4HNAV4_RIdOlKgwf3GM0OMyAndoEjIL0erhYNPZhJHGQ_MIp5Zf2GnxPWoialtJ7a7c7F33XsfVlTWtMs5H8yJ002xQXcohizpI2SHyWYwgb6BXfQ7atU23tZjT34_SJDDPR39FM7bCSTIGmSrhSp4ECpZ5S5FrJUGz3Tk3RLENREb7j-aBOchRh3W2i3Ty1Y9YLM4FHkYpKsv2eNIm5rVI8uM3Mkr3_rG43MrEzOuqcY8I7Fz9UnkFwDl2umEmDsbdeMpu4gzmjNmv5GBfk=&xkcb=SoDL-_M3Sus0Ol2bCh0LbzkdCdPP&p=12&fvj=1&vjs=3,Colorado Technical University Online," 
 Consistent with and supportive of CTU’s mission (to provide industry-relevant higher education to a diverse student population through innovative technology and…
",Remote,"Posted
Posted 11 days ago",3.6,2023-03-13
data,,Remote Military and Military Spouse Data Entry and Coding Contractors,https://www.indeed.com/rc/clk?jk=4cdc4d8c11abb210&fccid=92506052fd39dc7f&vjs=3,Technology Concepts & Design (TCDI)," 
 At this time, we are seeking contractors to handle PII Data Breach Coding and Contract Migration & Abstraction work which entails reviewing documents for…
","Remote in Cleveland, OH","Posted
Posted 30+ days ago",,2023-03-13
data,,Markets Portfolio Management - Data Service - Analyst,https://www.indeed.com/rc/clk?jk=6ca9abe0e6ff0f0a&fccid=aaf3b433897ea465&vjs=3,"JPMorgan Chase Bank, N.A."," 
 Assist in data analysis and identify/explain key factors for large set of financial data.
 You will be part of the Data Services team (MPM DS) within MPM that is…
","New York, NY","Posted
Posted 2 days ago",3.8,2023-03-13
data,,File Clerk/Data Entry Clerk (NYFSCGS),https://www.indeed.com/company/NYFSC/jobs/File-Clerk-Data-Entry-Clerk-b6176cb666d93a31?fccid=77399b2546499ee1&vjs=3,New York Foundation for Senior Citizens Guardian...," 
 File accounting documents and maintain the accounting department file system.
 Assist with preparing reports for the court.
","New York, NY 10007 
(Tribeca area)","Posted
Posted 6 days ago",,2023-03-13
